Customer ID,Current Credit Balance,Monthly Debt,Years in current job,Years of Credit History,Number of Open Accounts,Maximum Open Credit,payhis,amtowed,lenofcrhis,newcred,Score,FICO Score
c24b764b-f73c-4cec-a304-b19a02472ad2,148238,39669.53,10,18.6,9,462660,294.28,242,135.7357822,73.98631574,759,Good
823f4c93-c2db-49f3-8c06-0431b0fd8f0c,765054,32985.33,10,36.3,13,1554124,286.25,223,132.2489568,75.61335193,734,Good
0abf8e06-2433-4009-8ad5-adf64ddc80c8,130131,14180.08,7,17.6,10,251108,289.32,218,137.2342339,74.49559327,737,Good
67e06dab-3d87-4e72-b2b3-7d8f52598d55,57684,20351.47,10,21.5,8,130966,287.98,121,136.2394469,73.3748061,658,Good
50e55324-262e-400c-8c62-66921f8c1e88,104386,13274.16,1,19.8,15,1633390,258.87,255,127.7374308,76.13741602,728,Good
b331a96e-00c0-4f0a-864b-70869b703e52,541519,33103.7,10,16.7,21,709302,295.04,255,138.2326791,77.15779299,775,Good
24ec03ba-5174-4b81-bfb3-be59ee43eab9,131537,18655.34,10,17.6,17,496122,288.93,217,133.7342339,76.55000885,734,Good
ac6221a1-4f86-4d48-ada1-42cd06ac63da,173831,18897.21,10,30.8,8,280324,293.83,214,136.7464999,73.3748061,737,Good
a477f47e-3f58-4938-90ac-7a0161cb2a33,272954,7740.41,8,17.6,13,682616,268.37,191,134.2342339,75.61335193,693,Good
f2a03189-50e1-4bf4-974e-6362a408aa73,303278,19916.94,8,27.2,13,687214,289.55,242,135.244348,75.61335193,755,Good
864377d1-218f-455d-9a72-225ecae67f99,479864,16170.71,10,39.8,17,1295184,289.96,254,126.7501641,76.55000885,757,Good
81a69f59-c8d6-4e20-8554-e761bbbb1530,117838,7535.02,6,14.9,12,202752,281.73,170,137.7289949,75.29448983,694,Good
6e6b0810-1765-4313-8c4b-7de6f87132a0,167979,20847.56,1,13.2,10,543312,259.37,229,136.7245723,74.49559327,716,Good
f8128662-8cc1-4ebf-a0df-af40c366a838,833834,34342.88,1,18.3,10,1020602,262.65,250,138.2353358,74.49559327,736,Good
794cb9df-0ede-4152-a7ac-3e3725d2915b,154755,17093.16,8,11.5,10,570658,286.9,246,136.2188089,74.49559327,756,Good
5b89caae-d320-49c7-8fc5-2c15f5da1963,328187,23979.9,8,11.4,17,803418,285.89,239,136.7184149,76.55000885,752,Good
907b0ba3-949d-484e-9876-7ee0c7f0744d,192546,18170.08,7,16.5,15,527054,291.41,254,136.7323101,76.13741602,769,Good
83deeb27-3978-4d28-951c-982a47967457,92492,15705.21,6,14.4,10,313192,274.8,123,135.7278047,74.49559327,647,Good
dd502b85-ffcb-42e1-8b51-70ae1a94dc67,74081,3078,10,25.5,9,163064,284.63,227,136.2431182,73.98631574,738,Good
bfd2222f-1d7a-44fd-8546-eab55a2d757c,60173,2422.12,4,16.9,6,338272,250.48,189,126.7330392,71.69607095,662,Good
c35a35b9-0de8-46f5-933b-a0ca6b282b68,540246,18189.08,2,34.1,14,955020,272.23,246,136.24807,75.89194809,742,Good
0c522acc-9ae7-4a23-956d-7daaf08afe88,352013,11276.88,10,19.5,9,474518,277.47,148,137.7370379,73.98631574,671,Good
4932964f-e426-48bd-a135-4ba13465c5e1,23579,4988.07,2,29.8,7,153340,275.62,245,131.7459548,72.62770071,737,Good
2dc55509-0cc0-4779-a9ec-642268ed3f75,51072,7903.05,3,22.9,5,109714,266.45,120,136.7408796,70.50611122,634,Good
9084905d-e262-4534-b452-3fc4c47889aa,169499,10632.59,10,16.5,23,611402,287.57,251,134.7323101,77.38801456,762,Good
e3ba82b1-00ef-432f-b7ec-5c48f4864891,456893,43586.95,10,23,22,893640,290.23,190,136.7409752,77.27775327,719,Good
4befa104-2efd-40f3-8740-f4a1295173e0,15998,5735.53,1,20,5,69344,245.09,120,134.237686,70.50611122,610,Good
0e7d8bc0-6180-420a-9c69-c1d12396cebb,229406,20706.58,6,21.6,16,484726,285.87,192,136.7395555,76.35530868,715,Good
ba04b406-b145-4024-ab8b-eb29e7b31bc1,166972,17511.16,10,32.7,10,697994,286.65,210,130.7474429,74.49559327,722,Good
2d2819a3-7a69-4a74-9cf6-456126cd83ef,173698,24833.57,10,18.7,7,460262,287.36,146,136.7359278,72.62770071,677,Good
72d48716-2d0f-4d06-ba5f-10f7e2482ad3,341164,18456.98,1,20.8,9,427548,262.95,241,138.7386572,73.98631574,730,Good
6571cd29-7698-4127-bb49-e0f7ed1bef52,301169,13765.69,10,21.9,12,1249908,283.11,250,134.2398752,75.29448983,754,Good
0a81da9b-b63d-43b2-a090-d3b7084d77b7,467932,22167.87,1,23.4,10,857318,258.71,229,137.7413492,74.49559327,716,Good
73288cc9-79d7-43cd-9c7e-ef769d3bd06a,86716,2602.81,1,8.2,5,396924,238.2,247,136.7005543,70.50611122,703,Good
8b196cc3-4f74-41e9-bef9-2f4e60abd0dc,86507,17302.54,1,13.5,22,296318,256.51,139,136.7254355,77.27775327,646,Good
14aac48d-6204-404d-a904-6f2b617761e1,321499,30309.94,7,14.6,15,519904,286.84,176,138.2282908,76.13741602,705,Good
8a896c1e-9e3a-455f-a04a-698cad3cbfe3,503633,43271.36,10,16.5,24,798842,289.74,191,137.7323101,77.48970544,720,Good
4fc26a97-d381-4258-bda6-f78d66f2df32,265183,17750.37,10,32.1,15,1243176,290.74,254,132.2471573,76.13741602,763,Good
a984c387-8c2d-4e2c-be79-369178be1ac6,314697,17785.71,10,14.5,11,566720,286.61,216,138.2280495,74.92603791,735,Good
5d86b752-f626-413e-b85c-92b6d4ba28a9,293835,16377.62,10,14.6,8,397012,286.31,176,138.7282908,73.3748061,701,Good
9e229a36-73ca-4eb3-bfde-bec3273ddd4c,10564,11616.22,10,16.8,12,532114,286.35,238,133.7328602,75.29448983,747,Good
47e20e27-0d39-4f6c-9949-450c7d1d8516,116812,2446.82,10,20.3,3,214676,267.67,181,137.2380593,66.83990379,680,Good
887e0ded-226b-4cb2-aeac-5981a838202f,93651,18257.48,7,18.5,9,321794,288.1,185,137.2356351,73.98631574,710,Good
c3874b92-847b-4d59-972d-7c7b2ddeffd4,164046,11468.02,4,18.3,18,822272,283.23,255,136.2353358,76.72502062,761,Good
63835dfe-6c00-496d-9ef1-234ab4ad8eb4,135394,18872.51,10,19.7,18,672870,293.81,255,136.2373012,76.72502062,772,Good
a43ac97f-b611-4b2b-9a54-fa3297ae202b,133589,8230.61,10,18.5,5,180092,273.78,121,138.2356351,70.50611122,644,Good
8626ee5c-e25c-4467-9a79-ae40db352bf4,329289,53542.19,10,18.9,28,2106522,289.2,245,134.2362143,77.82803864,758,Good
6629731d-2571-4f22-8ae1-822373bfee10,31958,9171.87,4,9.1,9,327514,262.63,128,135.706888,73.98631574,638,Good
4314fa75-3cb8-49af-bc1a-0f2fa39ba612,76266,13023.17,10,14.4,7,220770,290.73,216,137.7278047,72.62770071,736,Good
ea0df1f7-58ed-436a-ba3a-973f7fea5fb9,63897,12328.91,10,19.5,10,303248,290.13,221,136.7370379,74.49559327,739,Good
4173f1d4-15d5-4bd1-b509-de1a16bda155,768493,36183.03,7,12.7,21,1470788,286.14,249,138.223041,77.15779299,763,Good
2ac05980-7848-4692-89ae-9321afe650f8,28291,14211.24,10,24.7,10,107052,288.87,121,136.2424802,74.49559327,661,Good
3c48c4ab-fcbb-4424-8617-ef793ea43aad,136952,20812.41,10,18.6,6,901054,283.28,202,136.2357822,71.69607095,715,Good
dc37923c-cf4a-4711-b0e5-1315220a9f92,109326,11175.42,7,17.8,8,157454,284.22,127,138.7345577,73.3748061,662,Good
97ce1164-033c-4b3d-b654-6b37f0004e6c,154527,14805.94,1,17.3,14,287694,263.16,242,138.2337339,75.89194809,732,Good
719602a3-5304-4cb9-9d73-2ce6bd8be982,330771,9197.71,1,20.9,12,448998,245.04,145,138.2387733,75.29448983,638,Good
389560f1-a391-4898-99ef-c60b9dd0268d,580621,24575.36,2,22.3,15,1133704,268.69,222,137.7402879,76.13741602,723,Good
9a847f58-ede8-43ff-82aa-d7e5bd557f6c,672049,23379.88,10,16,10,972730,287.31,240,138.7313466,74.49559327,754,Good
e4c18685-c17e-44fb-b7bc-6c977a7f929d,317699,13440.41,1,18,6,495110,251.23,156,138.7348742,71.69607095,650,Good
251d691d-4c90-4d55-aa10-a993df98d22c,297635,16856.04,10,20.4,10,818598,288.61,248,137.7381813,74.49559327,760,Good
25647df0-688c-4181-948b-d2d6d3277e1c,181773,11435.91,5,27.9,6,313654,283.18,184,138.2448104,71.69607095,703,Good
6afe6a83-0bf2-4b87-96c2-e88b9278f18b,90592,13123.87,5,22.9,9,285802,287,228,137.7408796,73.98631574,743,Good
364e78a7-1bd5-4fd9-949f-6827db987bab,455373,20512.4,10,21.2,13,706794,290.25,243,138.2391149,75.61335193,760,Good
abc9de2f-b0c0-449b-b8cd-cdb89c0b9cfe,103094,13406.4,1,40,7,338184,259.65,175,136.2502267,72.62770071,672,Good
8ba24988-1cae-4c59-ac3e-511a6609da00,494,3041.71,10,22.9,5,82302,268.88,121,131.7408796,70.50611122,632,Good
8a4cbfda-b903-4c40-a00c-ad2ee43e14c7,80123,14954.52,10,18,9,380226,288.64,205,137.2348742,73.98631574,726,Good
0408683b-3e30-4322-822f-317045690ed9,78584,25143.27,6,13.2,8,258500,284.72,129,138.2245723,73.3748061,663,Good
0c29098f-781a-4a79-8ba2-e699a14e265a,120726,20966.31,10,19.3,9,280720,290.59,155,138.2367692,73.98631574,690,Good
615e6846-495b-47a3-9add-dc6d99ccf152,126749,15125.14,10,26,11,170060,287.06,122,138.7434968,74.92603791,663,Good
f6072737-8436-43b6-a9db-3c7efb1a0edf,244283,14919.75,1,17.3,10,525756,262.78,253,138.2337339,74.49559327,740,Good
5041bcf5-9d26-4499-af04-08052cb7598c,538403,28335.27,10,17.5,25,980210,288.32,233,138.2340692,77.58378623,752,Good
e1edcaea-b76a-415a-9e7e-ef3c5b537710,199443,8958.31,10,23.6,16,813120,284.84,252,136.7415314,76.35530868,760,Good
2cd570d9-8446-41e4-a000-4d1ce2fd1a83,210140,7290.11,10,24.9,9,437624,282.91,227,137.7426436,73.98631574,738,Good
d5bfd146-bd09-470d-b80c-bd9443577836,562590,18101.87,7,13.6,30,1186548,272.61,194,137.7257145,77.96519748,705,Good
b0e07fd7-8dbb-4201-ad3a-0fd7a413f91b,300675,10727.78,1,26.5,7,427174,248.07,139,138.7438609,72.62770071,634,Good
e6481b62-a6cd-49f8-b9e1-3f87106bb86e,204915,46898.46,2,15.4,13,319792,278.28,249,102.2301063,75.61335193,717,Good
dbdd8d0e-a844-42c2-a2e7-11c1cb4eae9f,79059,10878.64,4,13.9,13,141482,282.8,165,91.22652714,75.61335193,645,Good
27415859-fd00-4025-a520-187a30192b8f,423833,20477.63,5,11.9,10,693154,280.16,215,99.72031676,74.49559327,688,Good
2c388866-ce3b-4570-8342-b8338d70b39e,165908,13165.86,5,10.5,9,255794,276.71,131,109.7145225,73.98631574,629,Good
c9658603-e8a3-4e5a-bf22-74c7fa84c141,377511,9484.99,10,14,9,453442,283.5,227,123.7267901,73.98631574,724,Good
bbf0351c-f0ad-49e1-91e5-0441c1c21ce7,350835,8785.41,7,11.8,7,447370,274.95,185,122.2199496,72.62770071,680,Good
0f8d3dde-cc6d-4433-95ff-5c2f47fdecd1,781451,41996.27,8,21,14,1169058,288.13,219,93.73888826,75.89194809,695,Good
8245e77b-3ff4-4d8c-8bca-69b2e05833d1,253099,17207.73,2,22.8,8,312114,270.65,138,117.7407832,73.3748061,636,Good
310c4526-c63d-47af-9f21-1249e3528862,275538,10360.7,6,18.7,8,409552,287.11,250,109.7359278,73.3748061,731,Good
08ffbea9-3c3e-47d9-a7dd-a5a3298fd22c,273885,18191.74,3,12.5,11,489412,275.89,204,102.2223934,74.92603791,678,Good
eae5a09b-2729-4920-9f29-a8f1b14147c4,756789,72433.13,10,28.8,15,980188,297.51,255,107.2453715,76.13741602,746,Good
625e6c0f-ab16-47c8-9e13-b64f06d8e820,131461,16664.9,10,13.3,8,174988,288.79,134,128.2248644,73.3748061,661,Good
79d9856a-57fb-44bc-a710-ac64baadb9d6,23161,8817.14,3,12.6,3,43758,281.68,191,120.7227199,66.83990379,684,Good
7e0fbea8-b523-4ab1-bc4c-e44d7800bd95,100548,18203.52,2,14.8,9,175868,275.58,184,117.7287634,73.98631574,677,Good
7c3da0b1-4478-495c-9d85-7acbc4aace0e,275880,5325.32,2,11.8,11,469062,275.32,255,122.2199496,74.92603791,737,Good
9fa9b557-0f3f-4a54-8e7c-8975fec338b1,331550,26080.16,10,20.4,13,503800,288.55,161,104.7381813,75.61335193,661,Good
b13fa0e1-5f53-451c-b511-9eafef04cb2a,232712,19332.69,10,18.9,10,413270,291.87,236,102.2362143,74.49559327,719,Good
f309c2d9-168f-4435-bc1a-1a00ed9f9ecb,79762,14361.15,3,15,7,215798,281.24,224,92.22922322,72.62770071,687,Good
1cf32e1f-11ce-4ded-a9d8-49c680780a00,227753,6998.84,10,15.1,8,295636,286.51,237,128.2294485,73.3748061,739,Good
c6bdd2a9-f53e-4976-b930-0f2aa6ba5895,309928,27916.51,1,17.3,9,523116,254.83,130,109.7337339,73.98631574,607,Good
75b57ce5-de42-46ea-82c4-041d90697b07,456095,20865.61,9,15.2,12,893596,292.6,255,107.2296707,75.29448983,740,Good
569bdc25-e6f9-4f99-bcfe-2ae85a5e944d,82346,22034.87,1,11.9,10,226996,262.75,228,99.72031676,74.49559327,681,Good
6b9fbe08-3cb1-44dc-bb33-77822547d186,134140,7133.93,4,16.5,13,203324,283.85,246,122.2323101,75.61335193,740,Good
f4a4857d-fdac-4f25-8886-607574527864,202616,9142.8,5,17.6,10,239888,279.24,151,130.2342339,74.49559327,668,Good
38bd2cfa-48cd-413b-813c-34cd50428ac7,109801,14851.16,5,8.7,13,253770,282.07,200,109.7042402,75.61335193,689,Good
2c0c0474-5aea-42b7-93a4-c5e31dc1b052,98515,17936.95,10,14.5,12,197340,289,135,104.7280495,75.29448983,641,Good
18d4a6b0-87c3-45cb-87e5-7545f4437613,212439,11254.27,1,11.8,20,483274,254.92,230,95.21994961,77.02679845,673,Good
f4d43e8c-ab10-40ed-b8d4-8a516acb5839,77824,15799.83,10,13.3,9,145794,289.79,137,117.7248644,73.98631574,655,Good
92f18ed2-27bd-462c-9752-1fabf1ba049f,192603,22270.85,2,15.9,11,340472,275.72,231,120.7311465,74.92603791,717,Good
0f3d3c6e-f3cf-4f7a-a647-7e487a39db30,96881,3101.56,5,14.3,4,129096,263.64,128,125.7275565,68.94427191,624,Good
61da86fe-dcfd-44ae-8b0e-868124a3ea7d,584934,25527.83,10,19.5,13,880748,284.49,183,114.2370379,75.61335193,683,Good
4f2347f3-7a63-4b76-842f-c33e8af83f05,978481,67381.6,6,16,17,1653982,286.65,229,116.2313466,76.55000885,724,Good
64ede369-cff8-4ea4-b8ae-ca1968df1800,228912,16644.76,7,17.2,12,422048,289.36,245,114.2335633,75.29448983,736,Good
47310348-1c5f-4189-904f-00f57af0886c,298661,38979.07,10,20,17,577324,293.86,241,99.737686,76.55000885,724,Good
b0a7cb90-558b-4b1c-a5fc-11da559ac26a,220514,9107.08,10,21.9,12,353166,290.63,248,114.2398752,75.29448983,740,Good
d7c65b83-e713-45e1-a156-78120d206cc4,261212,36080.24,8,17.2,18,406516,289.9,156,120.7335633,76.72502062,675,Good
e7244bb5-42ad-4dd7-98e5-64a32bcd912c,136363,31533.92,10,20.5,7,349316,293.99,221,93.738302,72.62770071,698,Good
f001edc3-d56f-4d8f-9aba-e4f0413d8728,85101,32975.07,1,5,7,227018,255.97,228,124.6584718,72.62770071,697,Good
ebea3444-353b-4548-b8d8-861d05887062,224808,6953.43,10,20.4,5,451924,287.7,251,107.2381813,70.50611122,727,Good
4b55506a-7fb4-4122-b879-eb86c33b45c9,494950,36790.08,1,24.1,23,837848,264.64,250,104.7419735,77.38801456,708,Good
5857c765-1898-4663-96e3-4169b8ce29ff,251940,16940.97,8,18,17,479820,290.35,248,109.7348742,76.55000885,737,Good
7b902ccb-26b6-422a-8f8e-214f3542b1fa,128459,24660.86,7,23.3,9,183832,292.16,167,126.7412569,73.98631574,689,Good
58457946-5a5b-4b20-8dbb-63b9f90ac047,579348,38442.89,10,32.7,13,835406,292.72,227,107.2474429,75.61335193,719,Good
861eaf32-0ece-4201-9be7-e9790a2d3061,181659,3957.32,2,19.8,8,338712,263.43,241,109.7374308,73.3748061,701,Good
94be970b-7680-45e0-9071-c212c9cde710,144438,20768.14,10,22.3,11,248490,289.99,134,114.2402879,74.92603791,650,Good
baa3b1fb-1d3a-426c-acc2-2acb29931a56,320720,20203.65,10,14.4,8,468886,284.32,149,129.7278047,73.3748061,669,Good
8f2408b2-c695-4777-8315-07e5de8b078a,165908,11959.55,1,13.5,12,323378,259.58,233,123.7254355,75.29448983,707,Good
88bf11fd-d92a-4dae-92e9-1959176563cc,31141,9543.32,1,18.8,8,104478,265.65,249,95.23607184,73.3748061,694,Good
35d62c79-3705-4e96-adbe-0c59025a4050,119624,13593.74,2,13.5,9,262834,266,130,116.2254355,73.98631574,624,Good
7e678712-f719-4809-a37b-0913c74228b6,87248,22189.34,2,12,21,164802,275.11,173,123.7206776,77.15779299,678,Good
4843fa2f-ab4e-4625-b773-236d561d12ae,57190,9555.1,3,9,9,168520,276.01,190,116.2062488,73.98631574,680,Good
8fa100c1-b45b-4e1e-a8f1-99c1861c1047,249071,24713.11,10,11.5,10,348304,292,248,133.7188089,74.49559327,760,Good
8b4b5adb-d123-4e87-962d-41b63230bb4f,370842,34130.65,10,19,13,608190,287.37,143,122.2363552,75.61335193,663,Good
df39fc1a-b2bb-4676-b294-9259e23e8031,128801,7341.98,10,21,9,218988,274.85,125,107.2388883,73.98631574,620,Good
2a085f87-766e-4e66-ba7f-f0bb0eb70357,413155,18864.53,10,17.2,9,539946,283.97,159,131.7335633,73.98631574,681,Good
53a1a48e-7229-4745-8854-1649fca24ed0,687762,34340.22,6,17.1,8,843612,283.01,168,134.2333907,73.3748061,688,Good
fe45ac75-5b05-42bc-b710-140617f8ce14,70452,86463.3,3,16.3,10,339900,285.02,248,92.23193196,74.49559327,712,Good
1299929d-cf69-401d-9e39-ab96c1ff8a66,319751,17054.59,10,27.9,12,433532,286.45,155,122.2448104,75.29448983,672,Good
d6c6b980-a662-4687-b125-f952a2d1b184,118902,15883.24,4,18.4,10,414700,284.26,243,93.73548626,74.49559327,707,Good
bd2a7e4b-379a-426b-8b62-8f3e141394ce,157529,13853.09,1,10.6,9,726726,250.58,218,93.71498856,73.98631574,655,Good
6756734a-ae43-4c14-a6ef-d22f22a8cb5c,111606,21205.9,5,9.2,7,204490,279.82,124,131.2075128,72.62770071,647,Good
8e9a3a2c-e0f5-4409-a76f-9a90032c6ad6,40641,25668.24,8,26.1,7,66000,290.97,120,123.7435707,72.62770071,647,Good
e3cd5f63-d5b6-44e5-bb2f-ce308c8ba8a3,59090,11126.4,2,8,7,149050,268.84,152,127.6989462,72.62770071,654,Good
7308c611-f9db-48d8-86e7-cdd8bb034c13,1006563,16979.16,10,18.6,6,1623248,291.43,255,130.2357822,71.69607095,758,Good
2c2e215c-63e1-483f-ad15-cbe6516f1453,46873,2895.03,4,9.9,5,177408,274.68,244,111.7115228,70.50611122,713,Good
3eba0ebb-3c27-4507-908f-90d3da80bf75,239400,13320.52,9,28.2,10,397144,285.21,166,114.2450014,74.49559327,670,Good
a1388475-1b28-4b8e-95fd-633d4ba8e3e0,485697,39228.35,4,14.7,18,1152426,278.43,190,111.7285287,76.72502062,681,Good
62b021b8-09f0-460a-b49a-e5ddacdc219a,163799,22166.92,10,18.1,9,247918,292.38,182,131.7350298,73.98631574,706,Good
f85b6a44-6e60-484d-ba92-84683bc2beb4,282264,20667.06,10,33,13,384516,295.45,251,124.7475818,75.61335193,758,Good
f4c5fe16-e3e8-43cb-8253-1d28c25770e7,231914,20161.47,10,15.6,12,568942,290.86,247,117.7305306,75.29448983,743,Good
e47e4fa2-de8b-498a-a71b-dd4874e8c889,521360,19005.7,3,17.2,10,784014,282.4,255,133.2335633,74.49559327,755,Good
72e187e7-21d8-4f52-8b57-bb90b27341d2,344698,20091.36,8,19.8,8,472890,277,124,130.2374308,73.3748061,644,Good
f882f1c2-531f-48a8-8894-434a40beaa60,99009,35765.6,9,16.8,10,123288,290.87,121,135.2328602,74.49559327,661,Good
04c80379-4322-4bad-b1ff-169e16f7d8d6,229045,19250.42,1,17.5,8,294668,259.92,153,135.2340692,73.3748061,654,Good
fce7a2f3-86ca-431f-a375-8c59cf63af87,364952,15658.09,10,16.2,10,645150,285.16,221,127.7317393,74.49559327,726,Good
ef81c2e8-ef02-473d-8be2-f75b94562913,46816,3319.3,5,10.4,13,205304,281.81,254,104.7140473,75.61335193,726,Good
c34b824a-fe1e-478d-b8f9-56bfe8059fb7,288762,14108.83,5,17.7,13,624954,282.29,240,119.2343967,75.61335193,730,Good
2c4b6fff-9be8-486f-8c13-efcbe9df0f61,460180,9836.3,5,23,5,722986,286.87,255,130.7409752,70.50611122,753,Good
4add0164-b132-43dd-a325-8b8da0258292,371469,22944.78,4,28.5,11,433158,289.38,255,134.2451884,74.92603791,764,Good
eb6eb827-980a-45dc-b409-52560bddada2,302556,16093.57,10,15,9,805354,292.12,255,120.7292232,73.98631574,752,Good
b8e40f3c-6380-4d8c-b754-985109627af2,337915,20639.51,10,21.7,21,811778,291.35,251,99.73966302,77.15779299,730,Good
3dc4a1e3-1061-4a71-99f7-9891c9b88f74,168758,15739.98,3,18.4,11,213070,279.53,151,135.2354863,74.92603791,674,Good
91d3fde7-030a-4d53-9111-3be0ad064dc4,137769,10470.9,1,18.7,8,175692,264.25,245,135.7359278,73.3748061,730,Good
c6855d9f-8729-49ef-986e-5591c0c50456,55556,10397.75,10,18.5,12,183810,291.23,208,102.2356351,75.29448983,697,Good
c54a7202-ecf8-4204-afac-9a15c969fbc6,700967,21050.1,3,18.9,11,2181850,284.72,255,114.2362143,74.92603791,739,Good
89a953f5-5355-4ba3-acf5-135330d1b08f,127148,4110.08,3,9,7,271150,255.99,158,124.7062488,72.62770071,642,Good
347669ce-4095-4fcc-8e27-e3258a36ba50,259806,20595.24,6,26.8,13,417824,285.95,165,124.7440728,75.61335193,681,Good
d272208a-334d-4c6f-8a69-1a67bf53333d,139194,5216.45,2,24.6,8,197274,267.53,183,130.7423975,73.3748061,681,Good
ff754953-c92f-48ee-9ea1-9e75f92dd8b1,226385,32623.76,3,17.2,18,453508,284.95,255,127.7335633,76.72502062,754,Good
92eb54c4-fa72-45e2-9164-f1299e836a20,416803,62072.43,10,24.5,12,1024650,291.92,194,107.2423141,75.29448983,691,Good
634772e7-2928-4e86-af87-812a69deb5c2,217227,8513.14,3,24,11,303380,273.49,175,130.7418866,74.92603791,682,Good
e1d9f343-cb6b-4e1d-823b-d0c05d366365,203509,23859.44,10,20,10,380710,292.79,226,128.237686,74.49559327,739,Good
e97370a9-e9bc-44df-a80b-7737e48c869f,598956,35336.96,6,20.7,16,810194,284.5,170,132.73854,76.35530868,693,Good
c525db9e-0b09-4240-8cd0-13ed1ae11d73,77425,35614.93,1,12.8,20,400202,264.16,252,102.2233571,77.02679845,705,Good
8ab2250d-4807-4ba2-964e-670e886abbcf,302366,10784.78,10,21.2,14,621830,286.3,245,117.7391149,75.89194809,737,Good
e636d6a2-7702-4eb2-9486-c848aa4c86b8,534603,13265.8,10,18.5,10,732556,275.42,166,131.2356351,74.49559327,677,Good
9efaeadf-cdea-4cc3-9e10-2f1826449886,83049,12210.92,1,28.4,12,158686,259.06,127,117.7451266,75.29448983,617,Good
e492ff73-d215-40be-8de2-e9a3093195cd,366301,8990.8,10,19.8,6,499598,294.8,255,135.2374308,71.69607095,767,Good
1ec65492-7ef3-47a3-a602-e3af34015480,500384,53420.4,10,29.8,12,928510,291.33,176,116.2459548,75.29448983,687,Good
8a4d4587-780f-4b9e-823f-074b862ca324,1774220,50445.95,10,15.6,8,2391576,292.43,255,135.7305306,73.3748061,767,Good
843d0fac-edc8-43bf-8f8c-a68e6dbfe553,43377,4151.31,5,31,6,62480,282.46,127,129.2466047,71.69607095,648,Good
22e16157-5d73-4504-98d1-e5a1eff11f3e,141094,6913.34,10,20.8,11,206800,284.31,161,131.2386572,74.92603791,682,Good
c730d5d5-44de-485f-9975-ff1d4b901fa8,118693,16071.15,3,12,16,326480,279.01,229,124.7206776,76.35530868,725,Good
0a11a4f5-2e3d-498d-9523-37f80485f388,112252,12250.25,8,16.1,7,148214,285.56,126,135.7315442,72.62770071,659,Good
26775fc9-3a0e-4c0b-b28b-f361ba2763f7,82954,17073.97,10,28.4,15,249502,292.46,181,91.24512655,76.13741602,667,Good
0c5ddd16-9562-4bce-9797-56d00269b7e4,146832,20869.41,6,14.6,8,414656,277.61,126,119.2282908,73.3748061,635,Good
3e350886-7666-4dc4-a9bb-b0b6f05938f6,273866,17333.32,2,12.1,26,567270,272.38,248,127.7210324,77.67107916,737,Good
1341ffec-48ea-4fc5-b9be-fee7ae0a428b,37487,13516.22,9,20.7,6,137830,289.52,129,107.23854,71.69607095,635,Good
b93aad50-58ae-48f7-bb79-b54a47765d9b,155876,10060.12,10,20.5,7,243562,285.34,149,131.738302,72.62770071,672,Good
711f1c61-cb89-445d-a089-e8c4031c0cb4,527497,26154.45,10,20.5,6,1381886,292.55,255,122.238302,71.69607095,751,Good
f0ccc163-d9d0-48cb-be09-0b51664a48ad,381558,14334.36,3,16.7,12,527846,266.83,140,133.7326791,75.29448983,652,Good
1f01dbed-f469-4542-9396-0f1806ada932,322791,13596.78,5,21.2,9,439208,289.13,254,135.2391149,73.98631574,762,Good
ed38ee51-13ba-409d-8f82-a443c35526a4,152171,24725.08,5,9.1,9,227370,283.15,144,136.206888,73.98631574,672,Good
13e87d92-d171-4a26-bb31-6d7d0195db2f,957087,39203.84,8,34.7,28,1624942,292.64,254,104.7483231,77.82803864,739,Good
a3c54b1f-7383-487a-bd2e-d9dadef61bc4,396150,18005.35,6,13.7,13,529056,288.02,252,136.2259894,75.61335193,763,Good
260e39ce-e004-478b-a02c-9ccc1d033bb0,131043,24157.93,10,23.1,12,188716,292.16,130,133.2410699,75.29448983,669,Good
a9c91399-03e8-4aae-9328-791752e740cd,126958,36645.49,8,13.5,8,276320,289.56,136,131.7254355,73.3748061,668,Good
41d872d4-63b7-4855-a63d-ba53560db4b2,813314,28834.59,10,26.1,18,2029566,283.79,241,95.24357073,76.72502062,710,Good
c96a79dc-3eaf-4044-9fb0-a589591fdd1c,256709,15833.46,1,14.9,11,385022,257.67,184,135.2289949,74.92603791,678,Good
b0f5d125-905c-47e5-8a72-b3d728ad3487,593028,31314.28,10,25.4,22,1473516,293.94,255,104.7430407,77.27775327,741,Good
3f708a36-130b-44b5-83f0-3d041ca04f7e,169803,19345.23,1,16.9,7,292578,259.92,154,134.2330392,72.62770071,653,Good
99127cbc-13c7-4a48-8f5b-4e1b2e0d49c0,338143,14815.82,2,16.7,7,549142,271.67,239,134.7326791,72.62770071,731,Good
1337b5e6-686c-49ef-91cd-c2b235627191,203756,5622.1,1,12.9,8,458106,227.41,135,111.7236681,73.3748061,585,Good
f3d82ff4-05d0-4513-9254-a267db8be887,718694,10339.04,10,16,14,1524138,282.94,254,126.7313466,75.89194809,751,Good
30cd8d25-3310-4d49-aa89-134aed7fa344,103873,11990.52,10,18.1,11,272734,287.41,170,122.2350298,74.92603791,684,Good
2e447df6-2e24-45f2-b239-4beeffa28c39,148922,11153.95,3,14.4,6,370854,261.37,125,123.7278047,71.69607095,621,Good
944d56bb-08ef-4ca6-891d-062657f5a58a,255436,37844.96,10,14.2,12,518914,293,246,132.2273047,75.29448983,759,Good
